time_s,phase_name,fsm_state,fsm_target_step,fsm_hold_reason,phase_transition,stair_mode,stair_guard,contact_mask,x_vel_eff,dx_vel_eff,y_vel_eff,yaw_rate_eff,dyaw_rate_eff,z_cmd,dz_cmd,pitch_cmd,dpitch_cmd,support_h,foot_support_h,support_margin_x,support_margin_xy,support_forward_margin_x,support_center_y,rear_stepup_shift_x,rear_stepup_shift_y,forced_rear_leg,forced_rear_active,forced_rear_stepup_active,forced_rear_phase,forced_rear_start_s,forced_rear_end_s,forced_rear_retry_after_s,base_x,base_y,base_z,roll,pitch,yaw,base_vx,base_vy,base_vz,base_wx,base_wy,base_wz,mode,target_x_vel,x_vel,tau_max,tau_sat_frac,tau_rate_limited,force_rate_limited,qp_fail_count,mpc_update_ms,mpc_solve_ms,fl_contact_cmd,fl_touchdown_event,fl_liftoff_event,fl_touchdown_age,fl_stance_blend,fl_force_blend,fl_mpc_fx,fl_mpc_fy,fl_mpc_fz,fl_mpc_force_delta,fl_foot_nom_x,fl_foot_nom_z,fl_foot_des_x,fl_foot_des_y,fl_foot_des_z,fl_foot_now_x,fl_foot_now_y,fl_foot_now_z,fl_foot_vx,fl_foot_vy,fl_foot_vz,fl_foot_err,fl_foot_err_x,fl_foot_err_y,fl_foot_err_z,fl_terrain_clearance,fl_takeoff_step,fl_touchdown_step,fl_target_step,fl_foothold_projected,fl_projection_reason,fl_projection_delta_x,fl_projection_delta_y,fl_terrain_peak,fl_swing_apex_z,fl_swing_clearance,fl_riser_phase,fl_peak_phase,fl_terminal_vz_limit,fl_observed_step_index,fl_confirmed_step,fl_rear_prepare_step,fl_contact_confidence,fl_on_safe_tread,fl_near_edge,fl_edge_distance,fl_touchdown_confirmed,fl_target_step_source,fl_is_forced_rear,fl_candidate_score,fl_selected_candidate_score,fl_replan_reason,fl_hip_q,fl_hip_dq,fl_hip_tau,fl_hip_tau_rate,fl_hip_tau_sat,fl_thigh_q,fl_thigh_dq,fl_thigh_tau,fl_thigh_tau_rate,fl_thigh_tau_sat,fl_calf_q,fl_calf_dq,fl_calf_tau,fl_calf_tau_rate,fl_calf_tau_sat,fr_contact_cmd,fr_touchdown_event,fr_liftoff_event,fr_touchdown_age,fr_stance_blend,fr_force_blend,fr_mpc_fx,fr_mpc_fy,fr_mpc_fz,fr_mpc_force_delta,fr_foot_nom_x,fr_foot_nom_z,fr_foot_des_x,fr_foot_des_y,fr_foot_des_z,fr_foot_now_x,fr_foot_now_y,fr_foot_now_z,fr_foot_vx,fr_foot_vy,fr_foot_vz,fr_foot_err,fr_foot_err_x,fr_foot_err_y,fr_foot_err_z,fr_terrain_clearance,fr_takeoff_step,fr_touchdown_step,fr_target_step,fr_foothold_projected,fr_projection_reason,fr_projection_delta_x,fr_projection_delta_y,fr_terrain_peak,fr_swing_apex_z,fr_swing_clearance,fr_riser_phase,fr_peak_phase,fr_terminal_vz_limit,fr_observed_step_index,fr_confirmed_step,fr_rear_prepare_step,fr_contact_confidence,fr_on_safe_tread,fr_near_edge,fr_edge_distance,fr_touchdown_confirmed,fr_target_step_source,fr_is_forced_rear,fr_candidate_score,fr_selected_candidate_score,fr_replan_reason,fr_hip_q,fr_hip_dq,fr_hip_tau,fr_hip_tau_rate,fr_hip_tau_sat,fr_thigh_q,fr_thigh_dq,fr_thigh_tau,fr_thigh_tau_rate,fr_thigh_tau_sat,fr_calf_q,fr_calf_dq,fr_calf_tau,fr_calf_tau_rate,fr_calf_tau_sat,rl_contact_cmd,rl_touchdown_event,rl_liftoff_event,rl_touchdown_age,rl_stance_blend,rl_force_blend,rl_mpc_fx,rl_mpc_fy,rl_mpc_fz,rl_mpc_force_delta,rl_foot_nom_x,rl_foot_nom_z,rl_foot_des_x,rl_foot_des_y,rl_foot_des_z,rl_foot_now_x,rl_foot_now_y,rl_foot_now_z,rl_foot_vx,rl_foot_vy,rl_foot_vz,rl_foot_err,rl_foot_err_x,rl_foot_err_y,rl_foot_err_z,rl_terrain_clearance,rl_takeoff_step,rl_touchdown_step,rl_target_step,rl_foothold_projected,rl_projection_reason,rl_projection_delta_x,rl_projection_delta_y,rl_terrain_peak,rl_swing_apex_z,rl_swing_clearance,rl_riser_phase,rl_peak_phase,rl_terminal_vz_limit,rl_observed_step_index,rl_confirmed_step,rl_rear_prepare_step,rl_contact_confidence,rl_on_safe_tread,rl_near_edge,rl_edge_distance,rl_touchdown_confirmed,rl_target_step_source,rl_is_forced_rear,rl_candidate_score,rl_selected_candidate_score,rl_replan_reason,rl_hip_q,rl_hip_dq,rl_hip_tau,rl_hip_tau_rate,rl_hip_tau_sat,rl_thigh_q,rl_thigh_dq,rl_thigh_tau,rl_thigh_tau_rate,rl_thigh_tau_sat,rl_calf_q,rl_calf_dq,rl_calf_tau,rl_calf_tau_rate,rl_calf_tau_sat,rr_contact_cmd,rr_touchdown_event,rr_liftoff_event,rr_touchdown_age,rr_stance_blend,rr_force_blend,rr_mpc_fx,rr_mpc_fy,rr_mpc_fz,rr_mpc_force_delta,rr_foot_nom_x,rr_foot_nom_z,rr_foot_des_x,rr_foot_des_y,rr_foot_des_z,rr_foot_now_x,rr_foot_now_y,rr_foot_now_z,rr_foot_vx,rr_foot_vy,rr_foot_vz,rr_foot_err,rr_foot_err_x,rr_foot_err_y,rr_foot_err_z,rr_terrain_clearance,rr_takeoff_step,rr_touchdown_step,rr_target_step,rr_foothold_projected,rr_projection_reason,rr_projection_delta_x,rr_projection_delta_y,rr_terrain_peak,rr_swing_apex_z,rr_swing_clearance,rr_riser_phase,rr_peak_phase,rr_terminal_vz_limit,rr_observed_step_index,rr_confirmed_step,rr_rear_prepare_step,rr_contact_confidence,rr_on_safe_tread,rr_near_edge,rr_edge_distance,rr_touchdown_confirmed,rr_target_step_source,rr_is_forced_rear,rr_candidate_score,rr_selected_candidate_score,rr_replan_reason,rr_hip_q,rr_hip_dq,rr_hip_tau,rr_hip_tau_rate,rr_hip_tau_sat,rr_thigh_q,rr_thigh_dq,rr_thigh_tau,rr_thigh_tau_rate,rr_thigh_tau_sat,rr_calf_q,rr_calf_dq,rr_calf_tau,rr_calf_tau_rate,rr_calf_tau_sat
0.0000,approach,approach,1,approach_nominal,0,0,0,1111,0.0006,0.0000,0.0000,0.0000,0.0000,0.2783,0.0000,0.0000,0.0000,0.0000,0.0010,0.1770,0.1483,0.1921,0.0000,0.0000,0.0000,,0,0,idle,nan,nan,0.0000,0.0000,0.0000,0.2774,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,crawl,0.0600,0.0006,10.2771,0.0000,0,0,0,0.6722,4.1892,1,0,0,0.1800,1.0000,1.0000,4.0392,-3.1070,40.7951,0.0000,0.1904,0.0200,0.1967,0.1485,0.0210,0.1967,0.1485,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,0.0909,1,0,0.2115,0,nominal_approach,0,0.0000,0.0000,none,0.0000,0.0000,-2.0758,0.0000,0,0.9000,0.0000,1.9232,0.0000,0,-1.8000,0.0000,7.1320,0.0000,0,1,0,0,0.1800,1.0000,1.0000,-0.4108,-2.7293,33.6695,0.0000,0.1899,0.0200,0.1967,-0.1485,0.0210,0.1967,-0.1485,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,0.0909,1,0,0.2115,0,nominal_approach,0,0.0000,0.0000,none,-0.0000,0.0000,2.8776,0.0000,0,0.9000,0.0000,0.6956,0.0000,0,-1.8000,0.0000,5.3455,0.0000,0,1,0,0,0.1800,1.0000,1.0000,4.2895,-5.0941,59.3583,0.0000,-0.1795,0.0200,-0.1724,0.1485,0.0210,-0.1724,0.1485,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,0.0909,1,0,0.2115,0,nominal_approach,0,0.0000,0.0000,none,0.0000,0.0000,-3.3762,0.0000,0,0.9000,0.0000,2.2127,0.0000,0,-1.8000,0.0000,10.2771,0.0000,0,1,0,0,0.1800,1.0000,1.0000,4.5208,-4.6736,39.5819,0.0000,-0.1790,0.0200,-0.1724,-0.1485,0.0210,-0.1724,-0.1485,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,0.0909,1,0,0.2115,0,nominal_approach,0,0.0000,0.0000,none,-0.0000,0.0000,3.9526,0.0000,0,0.9000,0.0000,2.0319,0.0000,0,-1.8000,0.0000,6.9927,0.0000,0
0.0250,approach,approach,1,approach_nominal,0,0,0,1111,0.0036,0.0030,0.0002,0.0000,0.0000,0.2776,-0.0007,0.0003,0.0003,0.0000,0.0002,0.1772,0.1485,0.1919,-0.0000,0.0000,0.0000,,0,0,idle,nan,nan,0.0000,0.0003,-0.0002,0.2773,0.0005,-0.0005,-0.0002,0.0200,-0.0149,-0.0003,0.0407,-0.0246,-0.0147,crawl,0.0600,0.0036,10.2558,0.0000,0,0,0,0.6722,4.1892,1,0,0,0.1800,1.0000,1.0000,4.0392,-3.1070,40.7951,0.0000,0.1904,0.0200,0.1967,0.1485,0.0206,0.1967,0.1485,0.0206,0.0035,-0.0013,-0.0213,0.0000,0.0000,0.0000,0.0000,0.0206,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,0.5455,1,0,0.2115,0,nominal_approach,0,0.0000,0.0000,none,0.0004,0.0235,-2.0826,-0.2731,0,0.8997,-0.0090,1.9155,-0.3056,0,-1.7967,0.2046,7.1207,-0.4497,0,1,0,0,0.1800,1.0000,1.0000,-0.4108,-2.7293,33.6695,0.0000,0.1899,0.0200,0.1967,-0.1485,0.0207,0.1967,-0.1485,0.0207,0.0021,-0.0013,-0.0166,0.0000,0.0000,0.0000,0.0000,0.0207,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,0.5455,1,0,0.2115,0,nominal_approach,0,0.0000,0.0000,none,0.0004,0.0236,2.8718,-0.2303,0,0.9005,0.0480,0.6891,-0.2587,0,-1.7985,0.0730,5.3395,-0.2438,0,1,0,0,0.1800,1.0000,1.0000,4.2895,-5.0941,59.3583,0.0000,-0.1795,0.0200,-0.1723,0.1485,0.0202,-0.1723,0.1485,0.0202,0.0040,-0.0009,-0.0410,0.0000,0.0000,0.0000,0.0000,0.0202,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,0.5455,1,0,0.2115,0,nominal_approach,0,0.0000,0.0000,none,0.0001,0.0041,-3.3806,-0.1771,0,0.8990,-0.0395,2.2020,-0.4301,0,-1.7954,0.2595,10.2558,-0.8513,0,1,0,0,0.1800,1.0000,1.0000,4.5208,-4.6736,39.5819,0.0000,-0.1790,0.0200,-0.1724,-0.1485,0.0205,-0.1724,-0.1485,0.0205,0.0019,-0.0009,-0.0229,0.0000,0.0000,0.0000,0.0000,0.0205,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,0.5455,1,0,0.2115,0,nominal_approach,0,0.0000,0.0000,none,0.0001,0.0042,3.9483,-0.1701,0,0.9005,0.0515,2.0255,-0.2569,0,-1.7986,0.0672,6.9868,-0.2338,0
0.0500,approach,approach,1,approach_nominal,0,0,0,1111,0.0066,0.0030,0.0006,0.0000,0.0000,0.2774,-0.0002,0.0002,-0.0001,0.0000,0.0000,0.1778,0.1479,0.1913,-0.0001,0.0000,0.0000,,0,0,idle,nan,nan,0.0000,0.0010,-0.0008,0.2775,0.0022,-0.0010,-0.0006,0.0365,-0.0315,0.0110,0.1016,-0.0138,-0.0147,crawl,0.0600,0.0066,10.2162,0.0000,0,0,0,0.6722,4.1892,1,0,0,0.1800,1.0000,1.0000,4.0392,-3.1070,40.7951,0.0000,0.1904,0.0200,0.1968,0.1484,0.0201,0.1968,0.1484,0.0201,0.0052,-0.0025,-0.0139,0.0000,0.0000,0.0000,0.0000,0.0201,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2116,1,nominal_approach,0,0.0000,0.0000,none,0.0010,0.0221,-2.1039,-0.8528,0,0.8997,0.0032,1.8936,-0.8786,0,-1.7906,0.2695,7.0969,-0.9533,0,1,0,0,0.1800,1.0000,1.0000,-0.4108,-2.7293,33.6695,0.0000,0.1899,0.0200,0.1968,-0.1486,0.0203,0.1968,-0.1486,0.0203,0.0029,-0.0025,-0.0101,0.0000,0.0000,0.0000,0.0000,0.0203,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2114,1,nominal_approach,0,0.0000,0.0000,none,0.0010,0.0225,2.8541,-0.7085,0,0.9026,0.1197,0.6706,-0.7415,0,-1.7972,0.0317,5.3277,-0.4722,0,1,0,0,0.1800,1.0000,1.0000,4.2895,-5.0941,59.3583,0.0000,-0.1795,0.0200,-0.1722,0.1485,0.0193,-0.1722,0.1485,0.0193,0.0053,-0.0020,-0.0244,0.0000,0.0000,0.0000,0.0000,0.0193,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2115,1,nominal_approach,0,0.0000,0.0000,none,0.0002,0.0027,-3.4034,-0.9095,0,0.8985,-0.0089,2.1689,-1.3212,0,-1.7885,0.2917,10.2162,-1.5841,0,1,0,0,0.1800,1.0000,1.0000,4.5208,-4.6736,39.5819,0.0000,-0.1790,0.0200,-0.1723,-0.1485,0.0201,-0.1723,-0.1485,0.0201,0.0028,-0.0021,-0.0134,0.0000,0.0000,0.0000,0.0000,0.0201,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2115,1,nominal_approach,0,0.0000,0.0000,none,0.0002,0.0031,3.9317,-0.6632,0,0.9027,0.1199,2.0047,-0.8331,0,-1.7974,0.0319,6.9758,-0.4405,0
0.0750,approach,approach,1,approach_nominal,0,0,0,1111,0.0096,0.0030,0.0014,0.0000,0.0000,0.2774,0.0000,0.0001,-0.0001,0.0000,0.0000,0.1788,0.1470,0.1904,-0.0001,0.0000,0.0000,,0,0,idle,nan,nan,0.0000,0.0021,-0.0018,0.2779,0.0056,-0.0011,-0.0009,0.0523,-0.0484,0.0233,0.1672,0.0003,-0.0083,crawl,0.0600,0.0096,10.1641,0.0000,0,0,0,0.6722,4.1892,1,0,0,0.1800,1.0000,1.0000,4.0392,-3.1070,40.7951,0.0000,0.1904,0.0200,0.1970,0.1484,0.0199,0.1970,0.1484,0.0199,0.0068,-0.0035,-0.0061,0.0000,0.0000,0.0000,0.0000,0.0199,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2116,1,nominal_approach,0,0.0000,0.0000,none,0.0014,0.0117,-2.1394,-1.4168,0,0.8998,0.0051,1.8592,-1.3759,0,-1.7831,0.3343,7.0640,-1.3156,0,1,0,0,0.1800,1.0000,1.0000,-0.4108,-2.7293,33.6695,0.0000,0.1899,0.0200,0.1969,-0.1486,0.0201,0.1969,-0.1486,0.0201,0.0039,-0.0036,-0.0052,0.0000,0.0000,0.0000,0.0000,0.0201,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2114,1,nominal_approach,0,0.0000,0.0000,none,0.0014,0.0128,2.8247,-1.1744,0,0.9064,0.1816,0.6401,-1.2214,0,-1.7969,0.0036,5.3117,-0.6361,0,1,0,0,0.1800,1.0000,1.0000,4.2895,-5.0941,59.3583,0.0000,-0.1795,0.0200,-0.1721,0.1484,0.0189,-0.1721,0.1484,0.0189,0.0068,-0.0032,-0.0102,0.0000,0.0000,0.0000,0.0000,0.0189,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2116,1,nominal_approach,0,0.0000,0.0000,none,0.0002,0.0009,-3.4493,-1.8391,0,0.8983,-0.0055,2.1166,-2.0923,0,-1.7805,0.3540,10.1641,-2.0838,0,1,0,0,0.1800,1.0000,1.0000,4.5208,-4.6736,39.5819,0.0000,-0.1790,0.0200,-0.1722,-0.1486,0.0198,-0.1722,-0.1486,0.0198,0.0039,-0.0034,-0.0056,0.0000,0.0000,0.0000,0.0000,0.0198,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2114,1,nominal_approach,0,0.0000,0.0000,none,0.0002,0.0022,3.9006,-1.2458,0,0.9065,0.1768,1.9690,-1.4255,0,-1.7969,0.0128,6.9607,-0.6051,0
0.1000,approach,approach,1,approach_nominal,0,0,0,1111,0.0126,0.0030,0.0026,0.0000,0.0000,0.2774,0.0000,0.0000,-0.0001,0.0000,0.0000,0.1802,0.1457,0.1891,-0.0002,0.0000,0.0000,,0,0,idle,nan,nan,0.0000,0.0036,-0.0032,0.2786,0.0106,-0.0010,-0.0010,0.0689,-0.0648,0.0350,0.2288,0.0071,-0.0042,crawl,0.0600,0.0126,7.3183,0.0000,0,0,0,0.7092,1.5626,1,0,0,0.1800,1.0000,1.0000,1.0820,-0.1842,36.1519,6.2327,0.2185,0.0200,0.1972,0.1483,0.0198,0.1972,0.1483,0.0198,0.0086,-0.0046,-0.0016,0.0000,0.0000,0.0000,0.0000,0.0198,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2117,1,nominal_approach,0,0.0000,0.0000,none,0.0016,0.0049,-2.4788,-13.5785,0,0.8999,0.0027,0.9992,-34.3994,0,-1.7736,0.4250,5.8462,-48.7122,0,1,0,0,0.1800,1.0000,1.0000,-2.4810,0.1445,42.1934,9.2305,0.2077,0.0200,0.1970,-0.1487,0.0200,0.1970,-0.1487,0.0200,0.0051,-0.0048,-0.0029,0.0000,0.0000,0.0000,0.0000,0.0200,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2113,1,nominal_approach,0,0.0000,0.0000,none,0.0017,0.0076,2.8471,0.8953,0,0.9117,0.2393,0.1403,-19.9922,0,-1.7968,-0.0014,6.4164,44.1868,0,1,0,0,0.1800,1.0000,1.0000,1.3239,-2.0350,44.9421,15.0327,-0.1663,0.0200,-0.1719,0.1483,0.0188,-0.1719,0.1483,0.0188,0.0085,-0.0043,-0.0032,0.0000,0.0000,0.0000,0.0000,0.0188,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2117,1,nominal_approach,0,0.0000,0.0000,none,0.0002,-0.0004,-2.8672,23.2844,0,0.8982,-0.0098,1.1418,-38.9947,0,-1.7705,0.4481,7.3183,-113.8329,0,1,0,0,0.1800,1.0000,1.0000,1.5947,-1.6205,39.6331,4.2292,-0.1561,0.0200,-0.1721,-0.1487,0.0198,-0.1721,-0.1487,0.0198,0.0051,-0.0046,-0.0019,0.0000,0.0000,0.0000,0.0000,0.0198,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2113,1,nominal_approach,0,0.0000,0.0000,none,0.0003,0.0023,3.0728,-33.1109,0,0.9116,0.2326,1.1655,-32.1404,0,-1.7966,0.0113,6.5465,-16.5665,0
0.1250,approach,approach,1,approach_nominal,0,0,0,1111,0.0156,0.0030,0.0039,0.0000,0.0000,0.2774,0.0000,0.0000,-0.0000,0.0000,0.0000,0.1817,0.1442,0.1877,-0.0003,0.0000,0.0000,,0,0,idle,nan,nan,0.0000,0.0053,-0.0049,0.2795,0.0164,-0.0004,-0.0011,0.0683,-0.0662,0.0344,0.2313,0.0329,-0.0029,crawl,0.0600,0.0156,7.2587,0.0000,0,0,0,0.7092,1.5626,1,0,0,0.1800,1.0000,1.0000,1.0820,-0.1842,36.1519,0.0000,0.2185,0.0200,0.1974,0.1481,0.0198,0.1974,0.1481,0.0198,0.0080,-0.0046,0.0029,0.0000,0.0000,0.0000,0.0000,0.0198,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2119,1,nominal_approach,0,0.0000,0.0000,none,0.0017,0.0056,-2.5310,-2.0886,0,0.8999,0.0032,0.9484,-2.0295,0,-1.7639,0.3690,5.7980,-1.9279,0,1,0,0,0.1800,1.0000,1.0000,-2.4810,0.1445,42.1934,0.0000,0.2077,0.0200,0.1971,-0.1489,0.0198,0.1971,-0.1489,0.0198,0.0051,-0.0048,-0.0094,0.0000,0.0000,0.0000,0.0000,0.0198,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2111,1,nominal_approach,0,0.0000,0.0000,none,0.0019,0.0089,2.7858,-2.4505,0,0.9171,0.2090,0.0778,-2.4994,0,-1.7966,0.0045,6.3787,-1.5090,0,1,0,0,0.1800,1.0000,1.0000,1.3239,-2.0350,44.9421,0.0000,-0.1663,0.0200,-0.1717,0.1482,0.0190,-0.1717,0.1482,0.0190,0.0079,-0.0045,0.0126,0.0000,0.0000,0.0000,0.0000,0.0190,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2118,1,nominal_approach,0,0.0000,0.0000,none,0.0003,0.0024,-2.9305,-2.5289,0,0.8981,-0.0042,1.0781,-2.5472,0,-1.7605,0.3826,7.2587,-2.3841,0,1,0,0,0.1800,1.0000,1.0000,1.5947,-1.6205,39.6331,0.0000,-0.1561,0.0200,-0.1720,-0.1488,0.0197,-0.1720,-0.1488,0.0197,0.0052,-0.0047,-0.0008,0.0000,0.0000,0.0000,0.0000,0.0197,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2112,1,nominal_approach,0,0.0000,0.0000,none,0.0004,0.0057,3.0176,-2.2077,0,0.9168,0.1959,1.1076,-2.3184,0,-1.7960,0.0280,6.5161,-1.2168,0
0.1500,approach,approach,1,approach_nominal,0,0,0,1111,0.0182,0.0026,0.0052,0.0000,0.0000,0.2774,0.0000,0.0000,0.0000,0.0000,0.0000,0.1832,0.1427,0.1862,-0.0005,0.0000,0.0000,,0,0,idle,nan,nan,0.0000,0.0070,-0.0065,0.2803,0.0222,0.0004,-0.0012,0.0689,-0.0658,0.0339,0.2296,0.0317,-0.0030,crawl,0.0600,0.0186,7.1987,0.0000,0,0,0,0.7092,1.5626,1,0,0,0.1800,1.0000,1.0000,1.0820,-0.1842,36.1519,0.0000,0.2185,0.0200,0.1976,0.1480,0.0199,0.1976,0.1480,0.0199,0.0080,-0.0046,0.0023,0.0000,0.0000,0.0000,0.0000,0.0199,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2120,1,nominal_approach,0,0.0000,0.0000,none,0.0019,0.0044,-2.5837,-2.1072,0,0.9000,0.0026,0.8973,-2.0465,0,-1.7547,0.3718,5.7501,-1.9156,0,1,0,0,0.1800,1.0000,1.0000,-2.4810,0.1445,42.1934,0.0000,0.2077,0.0200,0.1972,-0.1490,0.0196,0.1972,-0.1490,0.0196,0.0050,-0.0048,-0.0072,0.0000,0.0000,0.0000,0.0000,0.0196,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2110,1,nominal_approach,0,0.0000,0.0000,none,0.0021,0.0090,2.7242,-2.4645,0,0.9225,0.2189,0.0152,-2.5030,0,-1.7967,-0.0073,6.3410,-1.5060,0,1,0,0,0.1800,1.0000,1.0000,1.3239,-2.0350,44.9421,0.0000,-0.1663,0.0200,-0.1715,0.1481,0.0193,-0.1715,0.1481,0.0193,0.0082,-0.0044,0.0084,0.0000,0.0000,0.0000,0.0000,0.0193,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2119,1,nominal_approach,0,0.0000,0.0000,none,0.0003,0.0009,-2.9943,-2.5535,0,0.8978,-0.0162,1.0140,-2.5647,0,-1.7507,0.4054,7.1987,-2.3977,0,1,0,0,0.1800,1.0000,1.0000,1.5947,-1.6205,39.6331,0.0000,-0.1561,0.0200,-0.1718,-0.1490,0.0197,-0.1718,-0.1490,0.0197,0.0052,-0.0047,-0.0005,0.0000,0.0000,0.0000,0.0000,0.0197,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2110,1,nominal_approach,0,0.0000,0.0000,none,0.0006,0.0056,2.9622,-2.2180,0,0.9217,0.2007,1.0494,-2.3248,0,-1.7953,0.0249,6.4850,-1.2442,0
0.1750,approach,approach,1,approach_nominal,0,0,0,1111,0.0183,0.0001,0.0066,0.0000,0.0000,0.2774,0.0000,0.0000,0.0000,0.0000,0.0000,0.1847,0.1411,0.1848,-0.0006,0.0000,0.0000,,0,0,idle,nan,nan,0.0000,0.0088,-0.0082,0.2811,0.0279,0.0013,-0.0012,0.0699,-0.0658,0.0335,0.2309,0.0353,-0.0026,crawl,0.0600,0.0216,7.1357,0.0000,0,0,0,0.7092,1.5626,1,0,0,0.1800,1.0000,1.0000,1.0820,-0.1842,36.1519,0.0000,0.2185,0.0200,0.1978,0.1479,0.0199,0.1978,0.1479,0.0199,0.0081,-0.0046,0.0015,0.0000,0.0000,0.0000,0.0000,0.0199,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2121,1,nominal_approach,0,0.0000,0.0000,none,0.0019,0.0015,-2.6363,-2.1038,0,0.9000,-0.0006,0.8455,-2.0729,0,-1.7454,0.3732,5.7012,-1.9575,0,1,0,0,0.1800,1.0000,1.0000,-2.4810,0.1445,42.1934,0.0000,0.2077,0.0200,0.1973,-0.1491,0.0195,0.1973,-0.1491,0.0195,0.0048,-0.0048,-0.0038,0.0000,0.0000,0.0000,0.0000,0.0195,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2109,1,nominal_approach,0,0.0000,0.0000,none,0.0023,0.0076,2.6629,-2.4521,0,0.9281,0.2344,-0.0480,-2.5299,0,-1.7972,-0.0338,6.3037,-1.4932,0,1,0,0,0.1800,1.0000,1.0000,1.3239,-2.0350,44.9421,0.0000,-0.1663,0.0200,-0.1713,0.1480,0.0194,-0.1713,0.1480,0.0194,0.0085,-0.0044,0.0039,0.0000,0.0000,0.0000,0.0000,0.0194,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2120,1,nominal_approach,0,0.0000,0.0000,none,0.0003,-0.0018,-3.0580,-2.5483,0,0.8972,-0.0378,0.9493,-2.5877,0,-1.7401,0.4387,7.1357,-2.5212,0,1,0,0,0.1800,1.0000,1.0000,1.5947,-1.6205,39.6331,0.0000,-0.1561,0.0200,-0.1717,-0.1491,0.0197,-0.1717,-0.1491,0.0197,0.0053,-0.0047,-0.0001,0.0000,0.0000,0.0000,0.0000,0.0197,-1,-1,0,0,none,0.0000,0.0000,nan,nan,nan,nan,nan,nan,0,0,0,1.0000,1,0,0.2109,1,nominal_approach,0,0.0000,0.0000,none,0.0007,0.0044,2.9068,-2.2155,0,0.9268,0.2001,0.9905,-2.3577,0,-1.7947,0.0261,6.4531,-1.2753,0
